"_alternate_title","_api_name","_cover_image","_dir","_director","_episode_count","_episode_length","_finished_airing","_genres","_rating_1","_rating_2","_reponse","_show_type","_started_airing","_status","_synopsis","_title","_type","_url","_votes","_year"
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/322/large/322.jpg?1408441215","Shakugan No Shana","","24","24","2006-03-23","[{'name': 'Action'}, {'name': 'Comedy'}, {'name': 'Supernatural'}, {'name': 'Fantasy'}, {'name': 'Romance'}, {'name': 'Super Power'}, {'name': 'School'}]","3.79709185390538","","","TV","2005-10-06","Finished Airing","He had thought his normal days would last forever, until they were ended abruptly by an encounter with a girl with red hair and eyes. He named her Shana.
Not long after he enters high school, Sakai Yuji’s normal days come to an end. He sees something bizarre on his way home: people are frozen in a strange fire, and a monster that looks like a large doll is attacking them. Just when he's about to be killed, a girl in a dark cloak wielding a large sword appears, and slices the monster in half. Although Yuji survives the strange encounter, the girl informs him of a desolate truth: "" 'You' don't exist anymore.""
She calls herself a Flame Haze who hunts ""Guze no Tomogara""; intruders from another world. She explains to him that he is a ""Torch"", a substitute of Yuji whose “existence” has already been devoured. She also told him that he is a special Torch, ""Mystes"", which contains a precious item in it. When he looks at his chest, he sees within himself a faint flame, just as she said.
It is in this way that his eternal struggle alongside the girl begins. 
(Source: AnimeNfo) ","Shakugan no Shana","anime","https://hummingbird.me/anime/shakugan-no-shana","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/003/501/large/3501.jpg?1408449853","Shigofumi","","7","5","2008-09-26","[{'name': 'Comedy'}]","3.41281507639924","","","Special","2008-03-25","Finished Airing","Side stories released exclusively on DVD.","Shigofumi Picture Drama","anime","https://hummingbird.me/anime/shigofumi-picture-drama","",""
"Shingeki no Kyojin","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/442/large/attack-on-titan-2.jpg?1418580054","Shingeki no Kyojin","","25","24","2013-09-28","[{'name': 'Action'}, {'name': 'Drama'}, {'name': 'Fantasy'}, {'name': 'Super Power'}]","4.30362966656805","","","TV","2013-04-07","Finished Airing","Several hundred years ago, humans were nearly exterminated by titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by enclosing themselves in a city protected by extremely high walls, even taller than the biggest of titans. Flash forward to the present and the city has not seen a titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a colossal titan that appears out of thin air. As the smaller titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single titan and take revenge for all of mankind.

(Source: ANN)","Attack on Titan","anime","https://hummingbird.me/anime/attack-on-titan","",""
"From the New World","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/887/large/XxTKtAr.jpg?1439415307","Shinsekai Yori","","25","22","2013-03-23","[{'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Mystery'}, {'name': 'Supernatural'}, {'name': 'Horror'}, {'name': 'Psychological'}]","4.27566372113532","","","TV","2012-09-29","Finished Airing","One thousand years from now, humanity live pastoral lives aided by psychokinetic powers and the subservient Monster Rats. Saki Watanabe has just come of age, and her power has been reined in through meditation and hypnosis. She joins the Unified Class, where she will learn about her power and the world around her; yet so much of the truth is kept hidden. Her friends Shun, Mamoru, Satoru, and Maria share in her curiosity, and decide to go out of their way to seek the truth. But will the secrets of the past and present turn out to be things that Saki really wants to know?

(Source: A-P)","Shinsekai yori","anime","https://hummingbird.me/anime/shinsekai-yori","",""
"Sora no Otoshimono","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/004/363/large/818954lLQTL._SL1280_.jpg?1417831571","Sora no Otoshimono","","13","24","2009-12-28","[{'name': 'Comedy'}, {'name': 'Sci-Fi'}, {'name': 'Supernatural'}, {'name': 'Romance'}, {'name': 'Ecchi'}]","3.78053310785875","","","TV","2009-10-05","Finished Airing","Sakurai Tomoki has been having the same strange dream since he was a child and would wake up in tears. Sugata, an upperclassman at his school, believes the dream to be of the new continent. Later that night, while waiting under the cherry trees for Sugata and his childhood friend, an angel called Ikaros comes flying down and his peaceful life changes from then on. ","Heaven's Lost Property","anime","https://hummingbird.me/anime/heaven-s-lost-property","",""
"Fafner","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/055/large/201112301620328dd.jpg?1439843905","Soukyuu no Fafner","","26","24","2004-12-27","[{'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Mecha'}]","3.67148723817208","","","TV","2004-07-05","Finished Airing","Tatsumiyajima is the central island in the middle of a small cluster of islands, in a sleepy backwater of the Japanese isles. Not much happens there, and the island's young people go to school knowing that their lives are likely to remain peaceful and undisturbed. Or so they have been taught... but the truth is different. The fate of mankind is on the line, and Tatsumiyajima is the last line of defense against a hostile and incomprehensible enemy. At the center of it all, fighting for Humanity's continued existence, is the giant robot Fafner, the dragon that guards this final treasure of mankind.

(Source: ANN)","Soukyuu no Fafner: Dead Aggressor","anime","https://hummingbird.me/anime/soukyuu-no-fafner-dead-aggressor","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/003/128/large/1402-soul-eater-soul-eater-poster.jpg?1417748138","Soul Eater","","51","24","2009-03-30","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Comedy'}, {'name': 'Supernatural'}, {'name': 'Fantasy'}]","4.06400228907556","","","TV","2008-04-07","Finished Airing","Set in the Shinigami technical school for weapon meisters, the series revolves around 3 groups of each a weapon meister and a human weapon. Trying to make the latter a ""Death Scythe"" which is the highest title for a weapon and thus fit for use by the Shinigami, they must collect the souls of 99 evil humans and 1 witch.
Maka & Soul Eater, Black Star & Tsubaki, and Death the Kid with Patty and Liz Thompson are the characters Soul Eater revolves around. Besides taking the time to gather souls, these students of Shibusen defend Death City from some of the most powerful of creatures while still attending school and trying to become stronger.","Soul Eater","anime","https://hummingbird.me/anime/soul-eater","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/008/151/large/158_2427879_8d30f3ce95c094f.jpg?1408463669","Soul Eater Not!","","12","24","2014-07-02","[{'name': 'Action'}, {'name': 'Comedy'}, {'name': 'Supernatural'}, {'name': 'Ecchi'}]","3.12475450887766","","","TV","2014-04-09","Finished Airing","Soul Eater Not! is a side-story to the main series, focusing on a freshman halberd named Tsugumi Harudori, who befriends two other meisters, Meme Tatane and Anya Hepburn. All three take part in the NOT (Normally Overcome Target) class at DWMA and learn to control their powers in order to overcome their difficulties to have a normal life, as opposed to the battle-oriented EAT (Especially Advanced Talent) class taken by Maka, Soul, and their companions.

(Source: Wikipedia)","Soul Eater Not!","anime","https://hummingbird.me/anime/soul-eater-not","",""
"Space Dandy","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/910/large/1015019-space-dandy-premiere-adult-swim-jan.4.jpg?1408462883","Space Dandy","","13","24","2014-03-27","[{'name': 'Comedy'}, {'name': 'Sci-Fi'}, {'name': 'Space'}]","3.90368147655006","","","TV","2014-01-05","Finished Airing","Space Dandy is a dandy guy, in space! This dreamy adventurer with a to-die-for pompadour travels across the galaxy in search of aliens no one has ever laid eyes on. Each new species he discovers earns him a hefty reward, but this dandy has to be quick on his feet because it's first come, first served! Accompanied by his sidekicks, a rundown robot named QT and Meow the cat-looking space alien, Dandy bravely explores unknown worlds inhabited by a variety of aliens. Join the best dressed alien hunter in all of space and time as he embarks on an adventure that ends at the edge of the universe!
(Source: Bandai Visual)","Space☆Dandy","anime","https://hummingbird.me/anime/space-dandy","",""
"None","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/175/large/51ARRGY6JAL.jpg?1442016819","Speed Grapher","","24","23","2005-09-30","[{'name': 'Action'}, {'name': 'Mystery'}, {'name': 'Super Power'}]","3.69166220452661","","","TV","2005-04-08","Finished Airing","Ten years after the Bubble War, the dichotomy between the rich and the poor in the world becomes more prominent and Japan is no exception. The rich seek to satisfy their desires and derive pleasure for themselves, and Tokyo has materialized into such a city as a result. Saiga, once a war photographer, works for Hibara Ginza in the capitalist state of Tokyo. He infiltrates the Roppongi Club, a secretive base located in the red light district of the city, to collect information about them. However, he was caught in the process and brought forward to a girl called Kagura who was in the midst of a ritual. His contact with Kagura awakens his special ability: the power to make things explode when photographed. In order to unravel the mystery behind the Roppongi Club and Kagura, Saiga begins his solitary battle.","Speed Grapher","anime","https://hummingbird.me/anime/speed-grapher","",""
"Ookami to Koushinryou","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/002/684/large/iPcuyCBcL8zWV.jpg?1416428719","Spice and Wolf","","13","24","2008-05-30","[{'name': 'Adventure'}, {'name': 'Fantasy'}, {'name': 'Romance'}]","4.29126973036669","","","TV","2008-01-08","Finished Airing","The peddler Kraft Lawrence travels through the world selling all kinds of things. After visiting a village, he discovers a sleeping girl under the pelts in his cart. She has wolf ears and a tail. The wolf girl explains that she has been called a ""god"", but that her name is Holo and nothing more. Lawrence teases the girl a little, but after hearing more of her story, he is moved and decides to accompany her further north. On their travels the two have many adventures, often getting into trouble, but the bond between them grows stronger. ","Spice and Wolf","anime","https://hummingbird.me/anime/spice-and-wolf","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/005/646/large/iJvXXwfdhJHaG.jpg?1416278953","Steins;Gate","","24","24","2011-09-14","[{'name': 'Comedy'}, {'name': 'Drama'}, {'name': 'Sci-Fi'}, {'name': 'Mystery'}, {'name': 'Thriller'}]","4.57702703502773","","","TV","2011-04-06","Finished Airing","Steins;Gate is set in the summer of 2010, approximately one year after the events that took place in Chaos;Head, in Akihabara.

Steins;Gate is about a group of friends who have customized their microwave into a device that can send text messages to the past. As they perform different experiments, an organization named SERN, who has been doing their own research on time travel, tracks them down and now the characters have to find a way to avoid being captured by them.

(Sources: VNDB, Wikipedia)","Steins;Gate","anime","https://hummingbird.me/anime/steins-gate","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/715/large/2216f0516f6305c64ed8e260450db26b_QMuZ4g6GCKa7FmS8ylk_1383936250_0_5_1383936960_0_7.jpg?1416270784","Strike the Blood","","24","24","2014-03-28","[{'name': 'Action'}, {'name': 'Supernatural'}, {'name': 'Fantasy'}, {'name': 'School'}, {'name': 'Ecchi'}, {'name': 'Vampire'}, {'name': 'Harem'}]","3.5768780071563","","","TV","2013-10-04","Finished Airing","The Fourth Progenitorâthat's the world's strongest vampire that should only exist in legends. Accompanied by twelve Kenjuu and spreading calamity, this phantom vampire appeared in Japan. For the observation and obliteration of this Fourth Primogenitor, the government and Lion King decided to dispatch an attack mage known as a Sword Shaman. However, for some reason, the one chosen for the observation was a apprentice Sword Shaman girl, Himegari Yukina. Wielding the strongest anti-primogenitor spirit spear, Yukina arrived at Demon District, Itogami City. What is the true identity of the Fourth Primogenitor, Akatsuki Kojou, she encountered over there?!
(Source: Baka-Tsuki, edited) ","Strike the Blood","anime","https://hummingbird.me/anime/strike-the-blood","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/007/893/large/SSB.jpg?1408462826","Super Seisyun Brothers","","14","4","2013-12-14","[{'name': 'Comedy'}, {'name': 'Slice of Life'}]","3.40904820648137","","","TV","2013-09-14","Finished Airing","This story is about the Shinamoto Siblings, who love themselves more than anything else. This story is also about the mysterious Aisato Siblings. Because these two sets of siblings are similar, it's natural that the boys and girls are friends with one another. Even though they may seem to think ""only of themselves,"" their life motto is that ""those of a flock must stick together"".

It seems that these two sets of siblings give off an otaku-lifestyle!? An every-day adolescent-type comedy! (Source: Baka-Updates)","Super Seisyun Brothers","anime","https://hummingbird.me/anime/super-seisyun-brothers","",""
"Suzumiya Haruhi no Yuuutsu","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/000/751/large/bb59aa5ea7.jpg?1416451513","Suzumiya Haruhi No Yuutsu","","14","23","2006-07-03","[{'name': 'Comedy'}, {'name': 'Sci-Fi'}, {'name': 'Mystery'}, {'name': 'Supernatural'}, {'name': 'Slice of Life'}, {'name': 'School'}, {'name': 'Parody'}]","4.09243784246407","","","TV","2006-04-03","Finished Airing","On the first day of high school a beautiful girl named Haruhi Suzumiya introduces herself as having ""no interest in ordinary humans"". She asks for any aliens, time travelers, sliders or espers to join her. Watching her weird behaviour is Kyon who sits in front of Haruhi and is the only person who talks to her. When Kyon comments about Haruhi's joining every club in school and then quitting he unwittingly gives Haruhi an idea to start her own after school club. Thereafter Kyon and several others find themselves dragged, literally, into the Save our world by Overloading it with fun Suzumiya Haruhi's Brigade (the S.O.S. Brigade for short). (Source: ANN)","The Melancholy of Haruhi Suzumiya","anime","https://hummingbird.me/anime/the-melancholy-of-haruhi-suzumiya","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/006/589/large/itJTVuFcCULzK.jpg?1416428763","Sword Art Online","","25","23","2012-12-23","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Fantasy'}, {'name': 'Romance'}, {'name': 'Game'}]","3.78719481385145","","","TV","2012-07-08","Finished Airing","In the near future, a Virtual Reality Massive Multiplayer Online Role-Playing Game (VRMMORPG) called Sword Art Online has been released where players control their avatars with their bodies using a piece of technology called Nerve Gear. One day, players discover they cannot log out, as the game creator is holding them captive unless they reach the 100th floor of the game's tower and defeat the final boss. However, if they die in the game, they die in real life. Their struggle for survival starts now...
(Source: Crunchyroll)","Sword Art Online","anime","https://hummingbird.me/anime/sword-art-online","",""
"","hummingbirdv1","https://static.hummingbird.me/anime/poster_images/000/008/174/large/647561.jpg?1416324188","Sword Art Online II","","24","23","2014-12-20","[{'name': 'Action'}, {'name': 'Adventure'}, {'name': 'Fantasy'}, {'name': 'Romance'}, {'name': 'Game'}]","3.71098447032402","","","TV","2014-07-05","Finished Airing","One year after the SAO incident, Kirito is approached by Seijiro Kikuoka from Japan's Ministry of Internal Affairs and Communications Department ""VR Division"" with a rather peculiar request.

That was an investigation on the ""Death Gun"" incident that occurred in the gun and steel filled VRMMO called Gun Gale Online (GGO). ""Players who are shot by a mysterious avatar with a jet black gun lose their lives even in the real world..."" Failing to turn down Kikuoka's bizarre request, Kirito logs in to GGO even though he is not completely convinced that the virtual world could physically affect the real world.

Kirito wanders in an unfamiliar world in order to gain any clues about the ""Death Gun."" Then, a female sniper named Sinon who owns a gigantic ""Hecate II"" rifle extends Kirito a helping hand. With Sinon's help, Kirito decides to enter the ""Bullet of Bullets,"" a large tournament to choose the most powerful gunner within the realm of GGO, in hopes to become the target of the ""Death Gun"" and make direct contact with the mysterious avatar.

(Source: Crunchyroll)","Sword Art Online II","anime","https://hummingbird.me/anime/sword-art-online-ii","",""
